Date,Start hour,24 hour members using a key
11/05/2012,5,35
11/05/2012,6,115
11/05/2012,7,255
11/05/2012,8,119
11/05/2012,9,70
11/05/2012,10,48
11/05/2012,11,76
11/05/2012,12,73
11/05/2012,13,72
11/05/2012,14,57
11/05/2012,15,97
11/05/2012,16,158
11/05/2012,17,159
11/05/2012,18,84
11/05/2012,19,69
11/05/2012,20,34
11/05/2012,21,26
11/05/2012,22,36
11/05/2012,23,24
12/05/2012,0,13
12/05/2012,1,6
12/05/2012,2,6
12/05/2012,3,5
12/05/2012,4,4
12/05/2012,5,7
12/05/2012,6,15
12/05/2012,7,25
12/05/2012,8,56
12/05/2012,9,76
12/05/2012,10,85
12/05/2012,11,84
12/05/2012,12,90
12/05/2012,13,93
12/05/2012,14,87
12/05/2012,15,100
12/05/2012,16,80
12/05/2012,17,79
12/05/2012,18,50
12/05/2012,19,52
12/05/2012,20,38
12/05/2012,21,30
12/05/2012,22,23
12/05/2012,23,25
13/05/2012,0,8
13/05/2012,1,5
13/05/2012,2,4
13/05/2012,3,9
13/05/2012,4,3
13/05/2012,5,3
13/05/2012,6,12
13/05/2012,7,21
13/05/2012,8,34
13/05/2012,9,60
13/05/2012,10,72
13/05/2012,11,87
13/05/2012,12,92
13/05/2012,13,91
13/05/2012,14,71
13/05/2012,15,85
13/05/2012,16,92
13/05/2012,17,87
13/05/2012,18,52
13/05/2012,19,46
13/05/2012,20,26
13/05/2012,21,17
13/05/2012,22,11
13/05/2012,23,3
14/05/2012,1,2
14/05/2012,3,1
14/05/2012,4,6
14/05/2012,5,38
14/05/2012,6,119
14/05/2012,7,223
14/05/2012,8,105
14/05/2012,9,36
14/05/2012,10,18
14/05/2012,11,26
14/05/2012,12,29
14/05/2012,13,38
14/05/2012,14,38
14/05/2012,15,73
14/05/2012,16,180
14/05/2012,17,184
14/05/2012,18,71
14/05/2012,19,61
14/05/2012,20,27
14/05/2012,21,26
14/05/2012,22,13
14/05/2012,23,6
15/05/2012,0,4
15/05/2012,1,1
15/05/2012,2,2
15/05/2012,3,1
15/05/2012,4,8
15/05/2012,5,27
15/05/2012,6,59
15/05/2012,7,76
15/05/2012,8,92
15/05/2012,9,50
15/05/2012,10,34
15/05/2012,11,51
15/05/2012,12,51
15/05/2012,13,36
15/05/2012,14,44
15/05/2012,15,45
15/05/2012,16,120
15/05/2012,17,111
15/05/2012,18,69
15/05/2012,19,42
15/05/2012,20,39
15/05/2012,21,18
15/05/2012,22,19
15/05/2012,23,10
16/05/2012,0,5
16/05/2012,1,2
16/05/2012,3,1
16/05/2012,4,7
16/05/2012,5,39
16/05/2012,6,146
16/05/2012,7,238
16/05/2012,8,121
16/05/2012,9,52
16/05/2012,10,60
16/05/2012,11,48
16/05/2012,12,62
16/05/2012,13,53
16/05/2012,14,65
16/05/2012,15,74
16/05/2012,16,205
16/05/2012,17,200
16/05/2012,18,112
16/05/2012,19,76
16/05/2012,20,55
16/05/2012,21,25
16/05/2012,22,17
16/05/2012,23,7
17/05/2012,0,4
17/05/2012,1,4
17/05/2012,3,1
17/05/2012,4,5
17/05/2012,5,40
17/05/2012,6,130
17/05/2012,7,265
17/05/2012,8,129
17/05/2012,9,53
17/05/2012,10,45
17/05/2012,11,76
17/05/2012,12,70
17/05/2012,13,56
17/05/2012,14,50
17/05/2012,15,97
17/05/2012,16,226
17/05/2012,17,205
17/05/2012,18,113
17/05/2012,19,72
17/05/2012,20,42
17/05/2012,21,34
17/05/2012,22,22
17/05/2012,23,8
18/05/2012,0,7
18/05/2012,1,3
18/05/2012,2,1
18/05/2012,3,1
18/05/2012,4,7
18/05/2012,5,28
18/05/2012,6,109
18/05/2012,7,247
18/05/2012,8,118
18/05/2012,9,57
18/05/2012,10,48
18/05/2012,11,56
18/05/2012,12,53
18/05/2012,13,57
18/05/2012,14,51
18/05/2012,15,92
18/05/2012,16,205
18/05/2012,17,164
18/05/2012,18,104
18/05/2012,19,43
18/05/2012,20,27
18/05/2012,21,39
18/05/2012,22,35
18/05/2012,23,17
19/05/2012,0,17
19/05/2012,1,6
19/05/2012,2,9
19/05/2012,3,5
19/05/2012,4,2
19/05/2012,5,5
19/05/2012,6,10
19/05/2012,7,14
19/05/2012,8,29
19/05/2012,9,69
19/05/2012,10,67
19/05/2012,11,87
19/05/2012,12,100
19/05/2012,13,91
19/05/2012,14,86
19/05/2012,15,82
19/05/2012,16,65
19/05/2012,17,80
19/05/2012,18,45
19/05/2012,19,39
19/05/2012,20,20
19/05/2012,21,24
19/05/2012,22,29
19/05/2012,23,30
20/05/2012,0,23
20/05/2012,1,13
20/05/2012,2,3
20/05/2012,3,3
20/05/2012,4,2
20/05/2012,5,3
20/05/2012,6,6
20/05/2012,7,9
20/05/2012,8,26
20/05/2012,9,39
20/05/2012,10,39
20/05/2012,11,52
20/05/2012,12,77
20/05/2012,13,65
20/05/2012,14,66
20/05/2012,15,60
20/05/2012,16,68
20/05/2012,17,46
20/05/2012,18,52
20/05/2012,19,26
20/05/2012,20,22
20/05/2012,21,15
20/05/2012,22,16
20/05/2012,23,11
21/05/2012,0,6
21/05/2012,1,1
21/05/2012,2,1
21/05/2012,3,2
21/05/2012,4,5
21/05/2012,5,38
21/05/2012,6,126
21/05/2012,7,243
21/05/2012,8,98
21/05/2012,9,51
21/05/2012,10,42
21/05/2012,11,60
21/05/2012,12,66
21/05/2012,13,39
21/05/2012,14,61
21/05/2012,15,99
21/05/2012,16,253
21/05/2012,17,195
21/05/2012,18,102
21/05/2012,19,60
21/05/2012,20,42
21/05/2012,21,26
21/05/2012,22,18
21/05/2012,23,9
22/05/2012,0,4
22/05/2012,1,2
22/05/2012,2,1
22/05/2012,3,1
22/05/2012,4,8
22/05/2012,5,42
22/05/2012,6,145
22/05/2012,7,251
22/05/2012,8,125
22/05/2012,9,69
22/05/2012,10,48
22/05/2012,11,91
22/05/2012,12,70
22/05/2012,13,68
22/05/2012,14,81
22/05/2012,15,111
22/05/2012,16,258
22/05/2012,17,234
22/05/2012,18,166
22/05/2012,19,76
22/05/2012,20,54
22/05/2012,21,41
22/05/2012,22,26
22/05/2012,23,12
23/05/2012,0,5
23/05/2012,1,2
23/05/2012,3,1
23/05/2012,4,7
23/05/2012,5,41
23/05/2012,6,136
23/05/2012,7,282
23/05/2012,8,131
23/05/2012,9,52
23/05/2012,10,60
23/05/2012,11,73
23/05/2012,12,92
23/05/2012,13,74
23/05/2012,14,79
23/05/2012,15,113
23/05/2012,16,241
23/05/2012,17,255
23/05/2012,18,134
23/05/2012,19,87
23/05/2012,20,51
23/05/2012,21,44
23/05/2012,22,36
23/05/2012,23,11
24/05/2012,0,6
24/05/2012,1,4
24/05/2012,2,1
24/05/2012,4,6
24/05/2012,5,40
24/05/2012,6,126
24/05/2012,7,272
24/05/2012,8,144
24/05/2012,9,67
24/05/2012,10,55
24/05/2012,11,85
24/05/2012,12,90
24/05/2012,13,91
24/05/2012,14,83
24/05/2012,15,115
24/05/2012,16,251
24/05/2012,17,248
24/05/2012,18,159
24/05/2012,19,92
24/05/2012,20,62
24/05/2012,21,49
24/05/2012,22,39
24/05/2012,23,10
25/05/2012,0,10
25/05/2012,1,9
25/05/2012,2,2
25/05/2012,3,2
25/05/2012,4,7
25/05/2012,5,36
25/05/2012,6,135
25/05/2012,7,258
25/05/2012,8,134
25/05/2012,9,62
25/05/2012,10,74
25/05/2012,11,86
25/05/2012,12,80
25/05/2012,13,84
25/05/2012,14,86
25/05/2012,15,138
25/05/2012,16,249
25/05/2012,17,190
25/05/2012,18,109
25/05/2012,19,63
25/05/2012,20,42
25/05/2012,21,53
25/05/2012,22,41
25/05/2012,23,29
26/05/2012,0,20
26/05/2012,1,12
26/05/2012,2,8
26/05/2012,3,4
26/05/2012,4,1
26/05/2012,5,5
26/05/2012,6,15
26/05/2012,7,30
26/05/2012,8,57
26/05/2012,9,90
26/05/2012,10,97
26/05/2012,11,117
26/05/2012,12,109
26/05/2012,13,89
26/05/2012,14,90
26/05/2012,15,95
26/05/2012,16,96
26/05/2012,17,95
26/05/2012,18,77
26/05/2012,19,51
26/05/2012,20,44
26/05/2012,21,31
26/05/2012,22,30
26/05/2012,23,20
27/05/2012,0,13
27/05/2012,1,5
27/05/2012,2,10
27/05/2012,3,5
27/05/2012,4,2
27/05/2012,5,4
27/05/2012,6,10
27/05/2012,7,12
27/05/2012,8,39
27/05/2012,9,77
27/05/2012,10,71
27/05/2012,11,108
27/05/2012,12,114
27/05/2012,13,119
27/05/2012,14,114
27/05/2012,15,89
27/05/2012,16,114
27/05/2012,17,88
27/05/2012,18,58
27/05/2012,19,56
27/05/2012,20,46
27/05/2012,21,21
27/05/2012,22,21
27/05/2012,23,11
28/05/2012,0,7
28/05/2012,1,2
28/05/2012,3,3
28/05/2012,4,7
28/05/2012,5,37
28/05/2012,6,137
28/05/2012,7,263
28/05/2012,8,141
28/05/2012,9,65
28/05/2012,10,53
28/05/2012,11,93
28/05/2012,12,86
28/05/2012,13,78
28/05/2012,14,71
28/05/2012,15,109
28/05/2012,16,262
28/05/2012,17,227
28/05/2012,18,113
28/05/2012,19,67
28/05/2012,20,42
28/05/2012,21,33
28/05/2012,22,17
28/05/2012,23,8
29/05/2012,0,3
29/05/2012,1,4
29/05/2012,3,5
29/05/2012,4,6
29/05/2012,5,45
29/05/2012,6,152
29/05/2012,7,291
29/05/2012,8,141
29/05/2012,9,70
29/05/2012,10,58
29/05/2012,11,87
29/05/2012,12,86
29/05/2012,13,79
29/05/2012,14,63
29/05/2012,15,98
29/05/2012,16,269
29/05/2012,17,229
29/05/2012,18,128
29/05/2012,19,91
29/05/2012,20,47
29/05/2012,21,24
29/05/2012,22,18
29/05/2012,23,11
30/05/2012,0,2
30/05/2012,1,3
30/05/2012,2,1
30/05/2012,3,2
30/05/2012,4,7
30/05/2012,5,44
30/05/2012,6,155
30/05/2012,7,273
30/05/2012,8,144
30/05/2012,9,68
30/05/2012,10,72
30/05/2012,11,72
30/05/2012,12,83
30/05/2012,13,73
30/05/2012,14,65
30/05/2012,15,92
30/05/2012,16,213
30/05/2012,17,222
30/05/2012,18,125
30/05/2012,19,80
30/05/2012,20,59
30/05/2012,21,39
30/05/2012,22,21
30/05/2012,23,16
31/05/2012,0,5
31/05/2012,1,2
31/05/2012,2,1
31/05/2012,3,1
31/05/2012,4,7
31/05/2012,5,36
31/05/2012,6,143
31/05/2012,7,269
31/05/2012,8,145
31/05/2012,9,52
31/05/2012,10,45
31/05/2012,11,80
31/05/2012,12,84
31/05/2012,13,79
31/05/2012,14,74
31/05/2012,15,86
31/05/2012,16,197
31/05/2012,17,190
31/05/2012,18,98
31/05/2012,19,67
31/05/2012,20,44
31/05/2012,21,41
31/05/2012,22,28
31/05/2012,23,17
01/06/2012,0,8
01/06/2012,1,4
01/06/2012,2,1
01/06/2012,3,1
01/06/2012,4,10
01/06/2012,5,41
01/06/2012,6,115
01/06/2012,7,226
01/06/2012,8,119
01/06/2012,9,67
01/06/2012,10,45
01/06/2012,11,93
01/06/2012,12,77
01/06/2012,13,75
01/06/2012,14,82
01/06/2012,15,113
01/06/2012,16,179
01/06/2012,17,145
01/06/2012,18,97
01/06/2012,19,45
01/06/2012,20,46
01/06/2012,21,41
01/06/2012,22,17
01/06/2012,23,13
02/06/2012,0,11
02/06/2012,1,8
02/06/2012,2,3
02/06/2012,3,7
02/06/2012,4,3
02/06/2012,5,6
02/06/2012,6,11
02/06/2012,7,10
02/06/2012,8,17
02/06/2012,9,61
02/06/2012,10,63
02/06/2012,11,79
02/06/2012,12,87
02/06/2012,13,81
02/06/2012,14,62
02/06/2012,15,69
02/06/2012,16,88
02/06/2012,17,73
02/06/2012,18,66
02/06/2012,19,42
02/06/2012,20,15
02/06/2012,21,8
02/06/2012,22,12
02/06/2012,23,12
03/06/2012,0,2
03/06/2012,1,5
03/06/2012,2,2
03/06/2012,3,3
03/06/2012,4,1
03/06/2012,5,2
03/06/2012,6,5
03/06/2012,7,7
03/06/2012,8,8
03/06/2012,9,22
03/06/2012,10,43
03/06/2012,11,51
03/06/2012,12,54
03/06/2012,13,43
03/06/2012,14,61
03/06/2012,15,42
03/06/2012,16,18
03/06/2012,17,24
03/06/2012,18,15
03/06/2012,19,17
03/06/2012,20,14
03/06/2012,21,8
03/06/2012,22,4
03/06/2012,23,9
04/06/2012,0,2
04/06/2012,1,4
04/06/2012,2,1
04/06/2012,3,4
04/06/2012,4,2
04/06/2012,5,3
04/06/2012,6,9
04/06/2012,7,13
04/06/2012,8,21
04/06/2012,9,32
04/06/2012,10,46
04/06/2012,11,43
04/06/2012,12,53
04/06/2012,13,64
04/06/2012,14,76
04/06/2012,15,64
04/06/2012,16,87
04/06/2012,17,61
04/06/2012,18,59
04/06/2012,19,40
04/06/2012,20,27
04/06/2012,21,29
04/06/2012,22,29
04/06/2012,23,15
05/06/2012,0,8
05/06/2012,1,7
05/06/2012,2,5
05/06/2012,3,4
05/06/2012,4,3
05/06/2012,5,11
05/06/2012,6,16
05/06/2012,7,18
05/06/2012,8,31
05/06/2012,9,49
05/06/2012,10,60
05/06/2012,11,67
05/06/2012,12,82
05/06/2012,13,86
05/06/2012,14,49
05/06/2012,15,31
05/06/2012,16,12
05/06/2012,17,17
05/06/2012,18,9
05/06/2012,19,14
05/06/2012,20,14
05/06/2012,21,19
05/06/2012,22,11
05/06/2012,23,11
06/06/2012,0,7
06/06/2012,1,3
06/06/2012,2,2
06/06/2012,3,4
06/06/2012,4,4
06/06/2012,5,39
06/06/2012,6,118
06/06/2012,7,210
06/06/2012,8,106
06/06/2012,9,50
06/06/2012,10,44
06/06/2012,11,46
06/06/2012,12,68
06/06/2012,13,51
06/06/2012,14,71
06/06/2012,15,84
06/06/2012,16,192
06/06/2012,17,163
06/06/2012,18,118
06/06/2012,19,63
06/06/2012,20,42
06/06/2012,21,34
06/06/2012,22,15
06/06/2012,23,5
07/06/2012,0,4
07/06/2012,1,2
07/06/2012,3,2
07/06/2012,4,2
07/06/2012,5,35
07/06/2012,6,100
07/06/2012,7,231
07/06/2012,8,112
07/06/2012,9,53
07/06/2012,10,42
07/06/2012,11,28
07/06/2012,12,20
07/06/2012,13,9
07/06/2012,14,15
07/06/2012,15,33
07/06/2012,16,135
07/06/2012,17,179
07/06/2012,18,90
07/06/2012,19,70
07/06/2012,20,56
07/06/2012,21,29
07/06/2012,22,28
07/06/2012,23,20
08/06/2012,0,5
08/06/2012,1,3
08/06/2012,2,1
08/06/2012,3,4
08/06/2012,4,5
08/06/2012,5,13
08/06/2012,6,39
08/06/2012,7,144
08/06/2012,8,79
08/06/2012,9,25
08/06/2012,10,35
08/06/2012,11,51
08/06/2012,12,50
08/06/2012,13,51
08/06/2012,14,37
08/06/2012,15,79
08/06/2012,16,142
08/06/2012,17,145
08/06/2012,18,95
08/06/2012,19,47
08/06/2012,20,47
08/06/2012,21,39
08/06/2012,22,26
08/06/2012,23,14
09/06/2012,0,15
09/06/2012,1,10
09/06/2012,2,6
09/06/2012,3,5
09/06/2012,4,2
09/06/2012,5,5
09/06/2012,6,14
09/06/2012,7,28
09/06/2012,8,38
09/06/2012,9,46
09/06/2012,10,71
09/06/2012,11,93
09/06/2012,12,97
09/06/2012,13,75
09/06/2012,14,70
09/06/2012,15,102
09/06/2012,16,70
09/06/2012,17,82
09/06/2012,18,70
09/06/2012,19,57
09/06/2012,20,41
09/06/2012,21,27
09/06/2012,22,39
09/06/2012,23,25
10/06/2012,0,8
10/06/2012,1,17
10/06/2012,2,7
10/06/2012,3,4
10/06/2012,4,4
10/06/2012,5,4
10/06/2012,6,6
10/06/2012,7,12
10/06/2012,8,28
10/06/2012,9,58
10/06/2012,10,69
10/06/2012,11,100
10/06/2012,12,101
10/06/2012,13,92
10/06/2012,14,81
10/06/2012,15,84
10/06/2012,16,71
10/06/2012,17,45
10/06/2012,18,22
10/06/2012,19,13
10/06/2012,20,2
10/06/2012,21,4
10/06/2012,22,5
10/06/2012,23,3
11/06/2012,0,2
11/06/2012,4,2
11/06/2012,5,9
11/06/2012,6,34
11/06/2012,7,63
11/06/2012,8,34
11/06/2012,9,12
11/06/2012,10,7
11/06/2012,11,12
11/06/2012,12,22
11/06/2012,13,21
11/06/2012,14,34
11/06/2012,15,56
11/06/2012,16,110
11/06/2012,17,72
11/06/2012,18,31
11/06/2012,19,16
11/06/2012,20,16
11/06/2012,21,7
11/06/2012,22,9
11/06/2012,23,11
12/06/2012,0,1
12/06/2012,1,3
12/06/2012,4,3
12/06/2012,5,25
12/06/2012,6,74
12/06/2012,7,160
12/06/2012,8,77
12/06/2012,9,34
12/06/2012,10,32
12/06/2012,11,40
12/06/2012,12,52
12/06/2012,13,50
12/06/2012,14,58
12/06/2012,15,85
12/06/2012,16,198
12/06/2012,17,169
12/06/2012,18,101
12/06/2012,19,68
12/06/2012,20,45
12/06/2012,21,34
12/06/2012,22,14
12/06/2012,23,11
13/06/2012,0,3
13/06/2012,1,1
13/06/2012,3,1
13/06/2012,4,5
13/06/2012,5,49
13/06/2012,6,137
13/06/2012,7,263
13/06/2012,8,136
13/06/2012,9,61
13/06/2012,10,43
13/06/2012,11,75
13/06/2012,12,78
13/06/2012,13,54
13/06/2012,14,74
13/06/2012,15,105
13/06/2012,16,236
13/06/2012,17,221
13/06/2012,18,152
13/06/2012,19,59
13/06/2012,20,56
13/06/2012,21,41
13/06/2012,22,31
13/06/2012,23,14
14/06/2012,0,3
14/06/2012,1,1
14/06/2012,2,3
14/06/2012,3,1
14/06/2012,4,5
14/06/2012,5,37
14/06/2012,6,131
14/06/2012,7,278
14/06/2012,8,147
14/06/2012,9,59
14/06/2012,10,49
14/06/2012,11,87
14/06/2012,12,69
14/06/2012,13,55
14/06/2012,14,72
14/06/2012,15,111
14/06/2012,16,197
14/06/2012,17,163
14/06/2012,18,114
14/06/2012,19,60
14/06/2012,20,23
14/06/2012,21,21
14/06/2012,22,11
14/06/2012,23,5
15/06/2012,0,5
15/06/2012,1,2
15/06/2012,3,3
15/06/2012,4,11
15/06/2012,5,42
15/06/2012,6,125
15/06/2012,7,282
15/06/2012,8,126
15/06/2012,9,56
15/06/2012,10,46
15/06/2012,11,65
15/06/2012,12,72
15/06/2012,13,77
15/06/2012,14,51
15/06/2012,15,118
15/06/2012,16,201
15/06/2012,17,174
15/06/2012,18,102
15/06/2012,19,41
15/06/2012,20,42
15/06/2012,21,50
15/06/2012,22,38
15/06/2012,23,26
16/06/2012,0,21
16/06/2012,1,15
16/06/2012,2,13
16/06/2012,3,5
16/06/2012,4,5
16/06/2012,5,7
16/06/2012,6,14
16/06/2012,7,30
16/06/2012,8,52
16/06/2012,9,56
16/06/2012,10,82
16/06/2012,11,69
16/06/2012,12,85
16/06/2012,13,98
16/06/2012,14,94
16/06/2012,15,79
16/06/2012,16,106
16/06/2012,17,74
16/06/2012,18,59
16/06/2012,19,40
16/06/2012,20,36
16/06/2012,21,30
16/06/2012,22,33
16/06/2012,23,20
17/06/2012,0,12
17/06/2012,1,16
17/06/2012,2,11
17/06/2012,3,10
17/06/2012,4,2
17/06/2012,5,4
17/06/2012,6,14
17/06/2012,7,18
17/06/2012,8,20
17/06/2012,9,45
17/06/2012,10,59
17/06/2012,11,76
17/06/2012,12,90
17/06/2012,13,92
17/06/2012,14,86
17/06/2012,15,83
17/06/2012,16,79
17/06/2012,17,70
17/06/2012,18,60
17/06/2012,19,34
17/06/2012,20,30
17/06/2012,21,28
17/06/2012,22,14
17/06/2012,23,6
18/06/2012,0,3
18/06/2012,1,2
18/06/2012,3,3
18/06/2012,4,7
18/06/2012,5,14
18/06/2012,6,99
18/06/2012,7,218
18/06/2012,8,102
18/06/2012,9,55
18/06/2012,10,49
18/06/2012,11,57
18/06/2012,12,68
18/06/2012,13,73
18/06/2012,14,67
18/06/2012,15,118
18/06/2012,16,241
18/06/2012,17,216
18/06/2012,18,132
18/06/2012,19,77
18/06/2012,20,40
18/06/2012,21,40
18/06/2012,22,17
18/06/2012,23,9
19/06/2012,0,4
19/06/2012,2,3
19/06/2012,3,1
19/06/2012,4,9
19/06/2012,5,46
19/06/2012,6,150
19/06/2012,7,291
19/06/2012,8,140
19/06/2012,9,41
19/06/2012,10,52
19/06/2012,11,92
19/06/2012,12,66
19/06/2012,13,48
19/06/2012,14,74
19/06/2012,15,111
19/06/2012,16,288
19/06/2012,17,250
19/06/2012,18,142
19/06/2012,19,79
19/06/2012,20,72
19/06/2012,21,48
19/06/2012,22,20
19/06/2012,23,14
20/06/2012,0,5
20/06/2012,1,3
20/06/2012,2,1
20/06/2012,3,2
20/06/2012,4,6
20/06/2012,5,44
20/06/2012,6,173
20/06/2012,7,329
20/06/2012,8,148
20/06/2012,9,53
20/06/2012,10,67
20/06/2012,11,92
20/06/2012,12,85
20/06/2012,13,73
20/06/2012,14,69
20/06/2012,15,124
20/06/2012,16,263
20/06/2012,17,233
20/06/2012,18,158
20/06/2012,19,84
20/06/2012,20,59
20/06/2012,21,42
20/06/2012,22,28
20/06/2012,23,15
21/06/2012,0,3
21/06/2012,1,4
21/06/2012,2,2
21/06/2012,4,3
21/06/2012,5,12
21/06/2012,6,85
21/06/2012,7,260
21/06/2012,8,115
21/06/2012,9,60
21/06/2012,10,51
21/06/2012,11,74
21/06/2012,12,56
21/06/2012,13,39
21/06/2012,14,53
21/06/2012,15,79
21/06/2012,16,220
21/06/2012,17,200
21/06/2012,18,122
21/06/2012,19,60
21/06/2012,20,20
21/06/2012,21,15
21/06/2012,22,15
21/06/2012,23,11
22/06/2012,0,5
22/06/2012,1,4
22/06/2012,2,4
22/06/2012,3,3
22/06/2012,4,8
22/06/2012,5,40
22/06/2012,6,122
22/06/2012,7,217
22/06/2012,8,125
22/06/2012,9,44
22/06/2012,10,42
22/06/2012,11,75
22/06/2012,12,64
22/06/2012,13,70
22/06/2012,14,71
22/06/2012,15,109
22/06/2012,16,222
22/06/2012,17,159
22/06/2012,18,124
22/06/2012,19,88
22/06/2012,20,40
22/06/2012,21,27
22/06/2012,22,36
22/06/2012,23,30
23/06/2012,0,20
23/06/2012,1,10
23/06/2012,2,5
23/06/2012,3,7
23/06/2012,4,4
23/06/2012,5,8
23/06/2012,6,17
23/06/2012,7,30
23/06/2012,8,56
23/06/2012,9,62
23/06/2012,10,89
23/06/2012,11,97
23/06/2012,12,106
23/06/2012,13,95
23/06/2012,14,78
23/06/2012,15,68
23/06/2012,16,114
23/06/2012,17,87
23/06/2012,18,62
23/06/2012,19,43
23/06/2012,20,32
23/06/2012,21,35
23/06/2012,22,19
23/06/2012,23,6
24/06/2012,0,9
24/06/2012,1,6
24/06/2012,2,2
24/06/2012,3,1
24/06/2012,4,1
24/06/2012,6,4
24/06/2012,7,9
24/06/2012,8,24
24/06/2012,9,51
24/06/2012,10,59
24/06/2012,11,49
24/06/2012,12,66
24/06/2012,13,75
24/06/2012,14,93
24/06/2012,15,97
24/06/2012,16,98
24/06/2012,17,89
24/06/2012,18,68
24/06/2012,19,28
24/06/2012,20,23
24/06/2012,21,37
24/06/2012,22,40
24/06/2012,23,11
25/06/2012,0,4
25/06/2012,1,3
25/06/2012,2,2
25/06/2012,3,3
25/06/2012,4,11
25/06/2012,5,45
25/06/2012,6,156
25/06/2012,7,260
25/06/2012,8,134
25/06/2012,9,67
25/06/2012,10,48
25/06/2012,11,67
25/06/2012,12,67
25/06/2012,13,67
25/06/2012,14,74
25/06/2012,15,100
25/06/2012,16,275
25/06/2012,17,257
25/06/2012,18,137
25/06/2012,19,75
25/06/2012,20,57
25/06/2012,21,44
25/06/2012,22,20
25/06/2012,23,5
26/06/2012,0,7
26/06/2012,3,1
26/06/2012,4,14
26/06/2012,5,53
26/06/2012,6,182
26/06/2012,7,310
26/06/2012,8,153
26/06/2012,9,68
26/06/2012,10,48
26/06/2012,11,91
26/06/2012,12,81
26/06/2012,13,74
26/06/2012,14,68
26/06/2012,15,117
26/06/2012,16,265
26/06/2012,17,263
26/06/2012,18,128
26/06/2012,19,76
26/06/2012,20,53
26/06/2012,21,35
26/06/2012,22,21
26/06/2012,23,8
27/06/2012,0,5
27/06/2012,1,1
27/06/2012,2,2
27/06/2012,3,3
27/06/2012,4,6
27/06/2012,5,53
27/06/2012,6,165
27/06/2012,7,302
27/06/2012,8,146
27/06/2012,9,56
27/06/2012,10,51
27/06/2012,11,86
27/06/2012,12,79
27/06/2012,13,69
27/06/2012,14,76
27/06/2012,15,102
27/06/2012,16,223
27/06/2012,17,237
27/06/2012,18,141
27/06/2012,19,68
27/06/2012,20,55
27/06/2012,21,48
27/06/2012,22,37
27/06/2012,23,14
28/06/2012,0,4
28/06/2012,1,1
28/06/2012,2,1
28/06/2012,3,3
28/06/2012,4,6
28/06/2012,5,39
28/06/2012,6,147
28/06/2012,7,275
28/06/2012,8,150
28/06/2012,9,64
28/06/2012,10,57
28/06/2012,11,72
28/06/2012,12,81
28/06/2012,13,70
28/06/2012,14,91
28/06/2012,15,109
28/06/2012,16,251
28/06/2012,17,284
28/06/2012,18,121
28/06/2012,19,72
28/06/2012,20,52
28/06/2012,21,51
28/06/2012,22,26
28/06/2012,23,22
29/06/2012,0,9
29/06/2012,1,5
29/06/2012,2,4
29/06/2012,3,2
29/06/2012,4,10
29/06/2012,5,28
29/06/2012,6,160
29/06/2012,7,242
29/06/2012,8,134
29/06/2012,9,58
29/06/2012,10,41
29/06/2012,11,73
29/06/2012,12,87
29/06/2012,13,85
29/06/2012,14,88
29/06/2012,15,120
29/06/2012,16,201
29/06/2012,17,186
29/06/2012,18,115
29/06/2012,19,79
29/06/2012,20,53
29/06/2012,21,49
29/06/2012,22,48
29/06/2012,23,40
30/06/2012,0,15
30/06/2012,1,9
30/06/2012,2,7
30/06/2012,3,5
30/06/2012,4,7
30/06/2012,5,7
30/06/2012,6,19
30/06/2012,7,19
30/06/2012,8,43
30/06/2012,9,57
30/06/2012,10,74
30/06/2012,11,99
30/06/2012,12,113
30/06/2012,13,105
30/06/2012,14,106
30/06/2012,15,101
30/06/2012,16,93
30/06/2012,17,96
30/06/2012,18,65
30/06/2012,19,46
30/06/2012,20,37
30/06/2012,21,33
30/06/2012,22,28
30/06/2012,23,20
01/07/2012,0,15
01/07/2012,1,11
01/07/2012,2,13
01/07/2012,3,6
01/07/2012,4,7
01/07/2012,5,7
01/07/2012,6,13
01/07/2012,7,17
01/07/2012,8,25
01/07/2012,9,46
01/07/2012,10,54
01/07/2012,11,90
01/07/2012,12,56
01/07/2012,13,94
01/07/2012,14,77
01/07/2012,15,92
01/07/2012,16,77
01/07/2012,17,104
01/07/2012,18,64
01/07/2012,19,33
01/07/2012,20,43
01/07/2012,21,37
01/07/2012,22,25
01/07/2012,23,13
02/07/2012,0,4
02/07/2012,1,1
02/07/2012,3,1
02/07/2012,4,9
02/07/2012,5,50
02/07/2012,6,136
02/07/2012,7,252
02/07/2012,8,85
02/07/2012,9,27
02/07/2012,10,23
02/07/2012,11,55
02/07/2012,12,65
02/07/2012,13,59
02/07/2012,14,64
02/07/2012,15,79
02/07/2012,16,155
02/07/2012,17,107
02/07/2012,18,74
02/07/2012,19,44
02/07/2012,20,9
02/07/2012,21,14
02/07/2012,22,11
02/07/2012,23,15
03/07/2012,0,5
03/07/2012,1,2
03/07/2012,3,3
03/07/2012,4,6
03/07/2012,5,34
03/07/2012,6,96
03/07/2012,7,239
03/07/2012,8,130
03/07/2012,9,55
03/07/2012,10,46
03/07/2012,11,63
03/07/2012,12,57
03/07/2012,13,63
03/07/2012,14,53
03/07/2012,15,84
03/07/2012,16,216
03/07/2012,17,227
03/07/2012,18,121
03/07/2012,19,50
03/07/2012,20,46
03/07/2012,21,29
03/07/2012,22,10
03/07/2012,23,12
04/07/2012,1,1
04/07/2012,3,4
04/07/2012,4,3
04/07/2012,5,25
