Date,Start hour,Annual member hires using a key
28/07/2015,8,2887
28/07/2015,9,1194
28/07/2015,10,484
28/07/2015,11,393
28/07/2015,12,562
28/07/2015,13,498
28/07/2015,14,512
28/07/2015,15,486
28/07/2015,16,832
28/07/2015,17,2082
28/07/2015,18,2065
28/07/2015,19,1096
28/07/2015,20,640
28/07/2015,21,434
28/07/2015,22,305
28/07/2015,23,195
29/07/2015,0,54
29/07/2015,1,15
29/07/2015,2,20
29/07/2015,3,7
29/07/2015,4,14
29/07/2015,5,76
29/07/2015,6,487
29/07/2015,7,1555
29/07/2015,8,2812
29/07/2015,9,1236
29/07/2015,10,524
29/07/2015,11,421
29/07/2015,12,595
29/07/2015,13,598
29/07/2015,14,465
29/07/2015,15,512
29/07/2015,16,861
29/07/2015,17,1990
29/07/2015,18,1951
29/07/2015,19,1131
29/07/2015,20,625
29/07/2015,21,452
29/07/2015,22,289
29/07/2015,23,204
30/07/2015,0,71
30/07/2015,1,28
30/07/2015,2,24
30/07/2015,3,7
30/07/2015,4,26
30/07/2015,5,82
30/07/2015,6,449
30/07/2015,7,1576
30/07/2015,8,2672
30/07/2015,9,1285
30/07/2015,10,495
30/07/2015,11,378
30/07/2015,12,558
30/07/2015,13,515
30/07/2015,14,480
30/07/2015,15,452
30/07/2015,16,843
30/07/2015,17,1831
30/07/2015,18,1795
30/07/2015,19,1051
30/07/2015,20,624
30/07/2015,21,430
30/07/2015,22,325
30/07/2015,23,219
31/07/2015,0,124
31/07/2015,1,35
31/07/2015,2,26
31/07/2015,3,14
31/07/2015,4,30
31/07/2015,5,63
31/07/2015,6,382
31/07/2015,7,1301
31/07/2015,8,2392
31/07/2015,9,1266
31/07/2015,10,513
31/07/2015,11,441
31/07/2015,12,567
31/07/2015,13,591
31/07/2015,14,535
31/07/2015,15,511
31/07/2015,16,950
31/07/2015,17,1759
31/07/2015,18,1299
31/07/2015,19,775
31/07/2015,20,468
31/07/2015,21,329
31/07/2015,22,256
31/07/2015,23,229
01/08/2015,0,155
01/08/2015,1,79
01/08/2015,2,62
01/08/2015,3,36
01/08/2015,4,19
01/08/2015,5,38
01/08/2015,6,57
01/08/2015,7,107
01/08/2015,8,252
01/08/2015,9,379
01/08/2015,10,505
01/08/2015,11,520
01/08/2015,12,589
01/08/2015,13,601
01/08/2015,14,578
01/08/2015,15,563
01/08/2015,16,532
01/08/2015,17,512
01/08/2015,18,514
01/08/2015,19,393
01/08/2015,20,307
01/08/2015,21,222
01/08/2015,22,170
01/08/2015,23,190
02/08/2015,0,157
02/08/2015,1,98
02/08/2015,2,44
02/08/2015,3,41
02/08/2015,4,31
02/08/2015,5,31
02/08/2015,6,40
02/08/2015,7,71
02/08/2015,8,160
02/08/2015,9,253
02/08/2015,10,379
02/08/2015,11,415
02/08/2015,12,565
02/08/2015,13,564
02/08/2015,14,532
02/08/2015,15,517
02/08/2015,16,517
02/08/2015,17,550
02/08/2015,18,560
02/08/2015,19,481
02/08/2015,20,361
02/08/2015,21,227
02/08/2015,22,180
02/08/2015,23,106
03/08/2015,0,56
03/08/2015,1,27
03/08/2015,2,15
03/08/2015,3,6
03/08/2015,4,15
03/08/2015,5,80
03/08/2015,6,388
03/08/2015,7,1353
03/08/2015,8,2589
03/08/2015,9,1189
03/08/2015,10,434
03/08/2015,11,346
03/08/2015,12,445
03/08/2015,13,454
03/08/2015,14,410
03/08/2015,15,454
03/08/2015,16,786
03/08/2015,17,2111
03/08/2015,18,1842
03/08/2015,19,1011
03/08/2015,20,513
03/08/2015,21,366
03/08/2015,22,217
03/08/2015,23,110
04/08/2015,0,39
04/08/2015,1,25
04/08/2015,2,9
04/08/2015,3,8
04/08/2015,4,13
04/08/2015,5,74
04/08/2015,6,479
04/08/2015,7,1586
04/08/2015,8,2887
04/08/2015,9,1190
04/08/2015,10,501
04/08/2015,11,380
04/08/2015,12,491
04/08/2015,13,520
04/08/2015,14,396
04/08/2015,15,488
04/08/2015,16,801
04/08/2015,17,2110
04/08/2015,18,1963
04/08/2015,19,1010
04/08/2015,20,624
04/08/2015,21,394
04/08/2015,22,278
04/08/2015,23,153
05/08/2015,0,76
05/08/2015,1,21
05/08/2015,2,18
05/08/2015,3,5
05/08/2015,4,11
05/08/2015,5,72
05/08/2015,6,441
05/08/2015,7,1531
05/08/2015,8,2765
05/08/2015,9,1222
05/08/2015,10,457
05/08/2015,11,385
05/08/2015,12,571
05/08/2015,13,515
05/08/2015,14,468
05/08/2015,15,513
05/08/2015,16,1070
05/08/2015,17,1850
05/08/2015,18,1690
05/08/2015,19,902
05/08/2015,20,506
05/08/2015,21,351
05/08/2015,22,285
05/08/2015,23,179
06/08/2015,0,68
06/08/2015,1,14
06/08/2015,2,17
06/08/2015,3,6
06/08/2015,4,12
06/08/2015,5,98
06/08/2015,6,576
06/08/2015,7,1621
06/08/2015,8,2468
06/08/2015,9,1246
06/08/2015,10,560
06/08/2015,11,417
06/08/2015,12,569
06/08/2015,13,573
06/08/2015,14,555
06/08/2015,15,657
06/08/2015,16,1116
06/08/2015,17,2002
06/08/2015,18,1631
06/08/2015,19,1022
06/08/2015,20,585
06/08/2015,21,392
06/08/2015,22,268
06/08/2015,23,210
07/08/2015,0,88
07/08/2015,1,41
07/08/2015,2,18
07/08/2015,3,12
07/08/2015,4,12
07/08/2015,5,62
07/08/2015,6,412
07/08/2015,7,1251
07/08/2015,8,2411
07/08/2015,9,1160
07/08/2015,10,477
07/08/2015,11,402
07/08/2015,12,552
07/08/2015,13,541
07/08/2015,14,498
07/08/2015,15,538
07/08/2015,16,924
07/08/2015,17,1793
07/08/2015,18,1334
07/08/2015,19,775
07/08/2015,20,444
07/08/2015,21,291
07/08/2015,22,253
07/08/2015,23,202
08/08/2015,0,148
08/08/2015,1,68
08/08/2015,2,37
08/08/2015,3,35
08/08/2015,4,26
08/08/2015,5,41
08/08/2015,6,57
08/08/2015,7,148
08/08/2015,8,226
08/08/2015,9,368
08/08/2015,10,502
08/08/2015,11,484
08/08/2015,12,552
08/08/2015,13,526
08/08/2015,14,504
08/08/2015,15,498
08/08/2015,16,464
08/08/2015,17,483
08/08/2015,18,459
08/08/2015,19,380
08/08/2015,20,313
08/08/2015,21,213
08/08/2015,22,232
08/08/2015,23,168
09/08/2015,0,137
09/08/2015,1,94
09/08/2015,2,59
09/08/2015,3,41
09/08/2015,4,23
09/08/2015,5,22
09/08/2015,6,31
09/08/2015,7,65
09/08/2015,8,142
09/08/2015,9,241
09/08/2015,10,371
09/08/2015,11,461
09/08/2015,12,473
09/08/2015,13,552
09/08/2015,14,488
09/08/2015,15,469
09/08/2015,16,490
09/08/2015,17,470
09/08/2015,18,485
09/08/2015,19,391
09/08/2015,20,300
09/08/2015,21,211
09/08/2015,22,172
09/08/2015,23,118
10/08/2015,0,42
10/08/2015,1,22
10/08/2015,2,13
10/08/2015,3,6
10/08/2015,4,14
10/08/2015,5,62
10/08/2015,6,394
10/08/2015,7,1320
10/08/2015,8,2633
10/08/2015,9,1104
10/08/2015,10,430
10/08/2015,11,337
10/08/2015,12,455
10/08/2015,13,489
10/08/2015,14,384
10/08/2015,15,390
10/08/2015,16,774
10/08/2015,17,2102
10/08/2015,18,1932
10/08/2015,19,984
10/08/2015,20,547
10/08/2015,21,349
10/08/2015,22,188
10/08/2015,23,130
11/08/2015,0,53
11/08/2015,1,18
11/08/2015,2,13
11/08/2015,3,6
11/08/2015,4,9
11/08/2015,5,66
11/08/2015,6,486
11/08/2015,7,1478
11/08/2015,8,2692
11/08/2015,9,1179
11/08/2015,10,482
11/08/2015,11,384
11/08/2015,12,482
11/08/2015,13,521
11/08/2015,14,474
11/08/2015,15,476
11/08/2015,16,813
11/08/2015,17,1840
11/08/2015,18,1626
11/08/2015,19,743
11/08/2015,20,410
11/08/2015,21,258
11/08/2015,22,221
11/08/2015,23,121
12/08/2015,0,50
12/08/2015,1,15
12/08/2015,2,11
12/08/2015,3,8
12/08/2015,4,11
12/08/2015,5,62
12/08/2015,6,421
12/08/2015,7,1398
12/08/2015,8,2683
12/08/2015,9,1132
12/08/2015,10,468
12/08/2015,11,396
12/08/2015,12,541
12/08/2015,13,555
12/08/2015,14,449
12/08/2015,15,468
12/08/2015,16,795
12/08/2015,17,2017
12/08/2015,18,1856
12/08/2015,19,981
12/08/2015,20,556
12/08/2015,21,370
12/08/2015,22,301
12/08/2015,23,177
13/08/2015,0,59
13/08/2015,1,26
13/08/2015,2,17
13/08/2015,3,11
13/08/2015,4,13
13/08/2015,5,79
13/08/2015,6,420
13/08/2015,7,1214
13/08/2015,8,2451
13/08/2015,9,1152
13/08/2015,10,473
13/08/2015,11,319
13/08/2015,12,119
13/08/2015,13,59
13/08/2015,14,99
13/08/2015,15,299
13/08/2015,16,674
13/08/2015,17,1701
13/08/2015,18,1595
13/08/2015,19,969
13/08/2015,20,551
13/08/2015,21,325
13/08/2015,22,258
13/08/2015,23,203
14/08/2015,0,71
14/08/2015,1,35
14/08/2015,2,26
14/08/2015,3,16
14/08/2015,4,15
14/08/2015,5,53
14/08/2015,6,358
14/08/2015,7,1146
14/08/2015,8,2204
14/08/2015,9,1112
14/08/2015,10,469
14/08/2015,11,411
14/08/2015,12,548
14/08/2015,13,575
14/08/2015,14,451
14/08/2015,15,380
14/08/2015,16,515
14/08/2015,17,1098
14/08/2015,18,937
14/08/2015,19,533
14/08/2015,20,192
14/08/2015,21,178
14/08/2015,22,171
14/08/2015,23,150
15/08/2015,0,90
15/08/2015,1,63
15/08/2015,2,47
15/08/2015,3,36
15/08/2015,4,24
15/08/2015,5,29
15/08/2015,6,43
15/08/2015,7,117
15/08/2015,8,204
15/08/2015,9,365
15/08/2015,10,460
15/08/2015,11,520
15/08/2015,12,558
15/08/2015,13,599
15/08/2015,14,525
15/08/2015,15,462
15/08/2015,16,500
15/08/2015,17,496
15/08/2015,18,462
15/08/2015,19,437
15/08/2015,20,296
15/08/2015,21,184
15/08/2015,22,177
15/08/2015,23,153
16/08/2015,0,119
16/08/2015,1,82
16/08/2015,2,60
16/08/2015,3,41
16/08/2015,4,28
16/08/2015,5,29
16/08/2015,6,35
16/08/2015,7,81
16/08/2015,8,129
16/08/2015,9,238
16/08/2015,10,364
16/08/2015,11,438
16/08/2015,12,473
16/08/2015,13,437
16/08/2015,14,481
16/08/2015,15,470
16/08/2015,16,389
16/08/2015,17,441
16/08/2015,18,399
16/08/2015,19,311
16/08/2015,20,247
16/08/2015,21,209
16/08/2015,22,144
16/08/2015,23,78
17/08/2015,0,28
17/08/2015,1,12
17/08/2015,2,12
17/08/2015,3,7
17/08/2015,4,14
17/08/2015,5,67
17/08/2015,6,401
17/08/2015,7,1382
17/08/2015,8,2604
17/08/2015,9,1074
17/08/2015,10,435
17/08/2015,11,332
17/08/2015,12,459
17/08/2015,13,496
17/08/2015,14,382
17/08/2015,15,423
17/08/2015,16,786
17/08/2015,17,2108
17/08/2015,18,1914
17/08/2015,19,1052
17/08/2015,20,546
17/08/2015,21,320
17/08/2015,22,205
17/08/2015,23,137
18/08/2015,0,41
18/08/2015,1,15
18/08/2015,2,12
18/08/2015,3,12
18/08/2015,4,13
18/08/2015,5,69
18/08/2015,6,446
18/08/2015,7,1478
18/08/2015,8,2784
18/08/2015,9,1168
18/08/2015,10,449
18/08/2015,11,380
18/08/2015,12,495
18/08/2015,13,471
18/08/2015,14,426
18/08/2015,15,417
18/08/2015,16,811
18/08/2015,17,2028
18/08/2015,18,1800
18/08/2015,19,990
18/08/2015,20,542
18/08/2015,21,379
18/08/2015,22,257
18/08/2015,23,133
19/08/2015,0,55
19/08/2015,1,16
19/08/2015,2,16
19/08/2015,3,9
19/08/2015,4,11
19/08/2015,5,61
19/08/2015,6,447
19/08/2015,7,1451
19/08/2015,8,2768
19/08/2015,9,1163
19/08/2015,10,446
19/08/2015,11,385
19/08/2015,12,508
19/08/2015,13,504
19/08/2015,14,432
19/08/2015,15,454
19/08/2015,16,778
19/08/2015,17,1949
19/08/2015,18,1405
19/08/2015,19,715
19/08/2015,20,450
19/08/2015,21,222
19/08/2015,22,115
19/08/2015,23,88
20/08/2015,0,59
20/08/2015,1,16
20/08/2015,2,10
20/08/2015,3,9
20/08/2015,4,18
20/08/2015,5,65
20/08/2015,6,369
20/08/2015,7,1291
20/08/2015,8,2508
20/08/2015,9,1203
20/08/2015,10,471
20/08/2015,11,381
20/08/2015,12,488
20/08/2015,13,484
20/08/2015,14,408
20/08/2015,15,496
20/08/2015,16,760
20/08/2015,17,1692
20/08/2015,18,1717
20/08/2015,19,1008
20/08/2015,20,554
20/08/2015,21,412
20/08/2015,22,297
20/08/2015,23,211
21/08/2015,0,89
21/08/2015,1,42
21/08/2015,2,25
21/08/2015,3,12
21/08/2015,4,14
21/08/2015,5,64
21/08/2015,6,358
21/08/2015,7,1186
21/08/2015,8,2357
21/08/2015,9,1089
21/08/2015,10,504
21/08/2015,11,420
21/08/2015,12,487
21/08/2015,13,528
21/08/2015,14,478
21/08/2015,15,493
21/08/2015,16,876
21/08/2015,17,1707
21/08/2015,18,1363
21/08/2015,19,746
21/08/2015,20,474
21/08/2015,21,294
21/08/2015,22,227
21/08/2015,23,220
22/08/2015,0,147
22/08/2015,1,86
22/08/2015,2,56
22/08/2015,3,32
22/08/2015,4,38
22/08/2015,5,33
22/08/2015,6,61
22/08/2015,7,120
22/08/2015,8,235
22/08/2015,9,430
22/08/2015,10,486
22/08/2015,11,570
22/08/2015,12,563
22/08/2015,13,507
22/08/2015,14,504
22/08/2015,15,488
22/08/2015,16,496
22/08/2015,17,471
22/08/2015,18,531
22/08/2015,19,380
22/08/2015,20,299
22/08/2015,21,191
22/08/2015,22,204
22/08/2015,23,221
23/08/2015,0,159
23/08/2015,1,78
23/08/2015,2,40
23/08/2015,3,41
23/08/2015,4,33
23/08/2015,5,29
23/08/2015,6,30
23/08/2015,7,65
23/08/2015,8,161
23/08/2015,9,235
23/08/2015,10,395
23/08/2015,11,477
23/08/2015,12,263
23/08/2015,13,129
23/08/2015,14,312
23/08/2015,15,407
23/08/2015,16,423
23/08/2015,17,447
23/08/2015,18,409
23/08/2015,19,381
23/08/2015,20,240
23/08/2015,21,159
23/08/2015,22,129
23/08/2015,23,96
24/08/2015,0,48
24/08/2015,1,24
24/08/2015,2,11
24/08/2015,3,9
24/08/2015,4,21
24/08/2015,5,61
24/08/2015,6,344
24/08/2015,7,954
24/08/2015,8,2013
24/08/2015,9,461
24/08/2015,10,94
24/08/2015,11,131
24/08/2015,12,254
24/08/2015,13,281
24/08/2015,14,250
24/08/2015,15,222
24/08/2015,16,357
24/08/2015,17,1110
24/08/2015,18,1210
24/08/2015,19,634
24/08/2015,20,324
24/08/2015,21,172
24/08/2015,22,182
24/08/2015,23,100
25/08/2015,0,45
25/08/2015,1,20
25/08/2015,2,10
25/08/2015,3,6
25/08/2015,4,16
25/08/2015,5,71
25/08/2015,6,435
25/08/2015,7,1492
25/08/2015,8,2793
25/08/2015,9,1158
25/08/2015,10,500
25/08/2015,11,381
25/08/2015,12,366
25/08/2015,13,109
25/08/2015,14,132
25/08/2015,15,295
25/08/2015,16,604
25/08/2015,17,1730
25/08/2015,18,1778
25/08/2015,19,1005
25/08/2015,20,529
25/08/2015,21,335
25/08/2015,22,250
25/08/2015,23,152
26/08/2015,0,58
26/08/2015,1,23
26/08/2015,2,9
26/08/2015,3,7
26/08/2015,4,17
26/08/2015,5,58
26/08/2015,6,429
26/08/2015,7,1323
26/08/2015,8,2387
26/08/2015,9,547
26/08/2015,10,288
26/08/2015,11,130
26/08/2015,12,277
26/08/2015,13,161
26/08/2015,14,126
26/08/2015,15,221
26/08/2015,16,618
26/08/2015,17,1757
26/08/2015,18,1727
26/08/2015,19,1076
26/08/2015,20,551
26/08/2015,21,369
26/08/2015,22,268
26/08/2015,23,141
27/08/2015,0,80
27/08/2015,1,32
27/08/2015,2,17
27/08/2015,3,13
27/08/2015,4,13
27/08/2015,5,58
27/08/2015,6,427
27/08/2015,7,1358
27/08/2015,8,2484
27/08/2015,9,916
27/08/2015,10,471
27/08/2015,11,345
27/08/2015,12,480
27/08/2015,13,522
27/08/2015,14,436
27/08/2015,15,422
27/08/2015,16,773
27/08/2015,17,1841
27/08/2015,18,1520
27/08/2015,19,788
27/08/2015,20,516
27/08/2015,21,350
27/08/2015,22,251
27/08/2015,23,188
28/08/2015,0,91
28/08/2015,1,41
28/08/2015,2,24
28/08/2015,3,12
28/08/2015,4,22
28/08/2015,5,53
28/08/2015,6,357
28/08/2015,7,1148
28/08/2015,8,2138
28/08/2015,9,1065
28/08/2015,10,435
28/08/2015,11,408
28/08/2015,12,539
28/08/2015,13,534
28/08/2015,14,441
28/08/2015,15,593
28/08/2015,16,840
28/08/2015,17,1532
28/08/2015,18,1183
28/08/2015,19,683
28/08/2015,20,402
28/08/2015,21,260
28/08/2015,22,209
28/08/2015,23,178
29/08/2015,0,142
29/08/2015,1,71
29/08/2015,2,50
29/08/2015,3,31
29/08/2015,4,22
29/08/2015,5,28
29/08/2015,6,64
29/08/2015,7,99
29/08/2015,8,203
29/08/2015,9,300
29/08/2015,10,402
29/08/2015,11,435
29/08/2015,12,511
29/08/2015,13,450
29/08/2015,14,434
29/08/2015,15,408
29/08/2015,16,264
29/08/2015,17,205
29/08/2015,18,265
29/08/2015,19,183
29/08/2015,20,65
29/08/2015,21,88
29/08/2015,22,113
29/08/2015,23,114
30/08/2015,0,82
30/08/2015,1,46
30/08/2015,2,32
30/08/2015,3,29
30/08/2015,4,15
30/08/2015,5,21
30/08/2015,6,29
30/08/2015,7,59
30/08/2015,8,98
30/08/2015,9,215
30/08/2015,10,289
30/08/2015,11,383
30/08/2015,12,414
30/08/2015,13,393
30/08/2015,14,386
30/08/2015,15,362
30/08/2015,16,346
30/08/2015,17,348
30/08/2015,18,331
30/08/2015,19,242
30/08/2015,20,170
30/08/2015,21,174
30/08/2015,22,139
30/08/2015,23,129
31/08/2015,0,54
31/08/2015,1,39
31/08/2015,2,29
31/08/2015,3,13
31/08/2015,4,9
31/08/2015,5,19
31/08/2015,6,33
31/08/2015,7,23
31/08/2015,8,84
31/08/2015,9,124
31/08/2015,10,56
31/08/2015,11,67
31/08/2015,12,102
31/08/2015,13,98
31/08/2015,14,193
31/08/2015,15,221
31/08/2015,16,277
31/08/2015,17,296
31/08/2015,18,265
31/08/2015,19,250
31/08/2015,20,177
31/08/2015,21,104
31/08/2015,22,120
31/08/2015,23,83
01/09/2015,0,39
01/09/2015,1,13
01/09/2015,2,14
01/09/2015,3,9
01/09/2015,4,11
01/09/2015,5,51
01/09/2015,6,328
01/09/2015,7,1195
01/09/2015,8,2232
01/09/2015,9,957
01/09/2015,10,280
01/09/2015,11,155
01/09/2015,12,363
01/09/2015,13,367
01/09/2015,14,355
01/09/2015,15,404
01/09/2015,16,695
01/09/2015,17,1656
01/09/2015,18,1108
01/09/2015,19,805
01/09/2015,20,454
01/09/2015,21,261
01/09/2015,22,161
01/09/2015,23,83
02/09/2015,0,33
02/09/2015,1,15
02/09/2015,2,19
02/09/2015,3,8
02/09/2015,4,7
02/09/2015,5,46
02/09/2015,6,376
02/09/2015,7,1262
02/09/2015,8,2542
02/09/2015,9,1128
02/09/2015,10,444
02/09/2015,11,355
02/09/2015,12,437
02/09/2015,13,526
02/09/2015,14,397
02/09/2015,15,425
02/09/2015,16,755
02/09/2015,17,1675
02/09/2015,18,1643
02/09/2015,19,768
02/09/2015,20,474
02/09/2015,21,207
02/09/2015,22,178
02/09/2015,23,126
03/09/2015,0,55
03/09/2015,1,14
03/09/2015,2,11
03/09/2015,3,5
03/09/2015,4,13
03/09/2015,5,49
03/09/2015,6,420
03/09/2015,7,1417
03/09/2015,8,2573
03/09/2015,9,1155
03/09/2015,10,413
03/09/2015,11,341
03/09/2015,12,516
03/09/2015,13,505
03/09/2015,14,413
03/09/2015,15,450
03/09/2015,16,771
03/09/2015,17,1705
03/09/2015,18,1522
03/09/2015,19,868
03/09/2015,20,432
03/09/2015,21,296
03/09/2015,22,234
03/09/2015,23,155
04/09/2015,0,72
04/09/2015,1,31
04/09/2015,2,16
04/09/2015,3,7
04/09/2015,4,13
04/09/2015,5,67
04/09/2015,6,388
04/09/2015,7,1253
04/09/2015,8,2414
04/09/2015,9,1064
04/09/2015,10,450
04/09/2015,11,336
04/09/2015,12,506
04/09/2015,13,504
04/09/2015,14,428
04/09/2015,15,517
04/09/2015,16,879
04/09/2015,17,1789
04/09/2015,18,1376
04/09/2015,19,720
04/09/2015,20,373
04/09/2015,21,221
04/09/2015,22,196
04/09/2015,23,170
05/09/2015,0,119
05/09/2015,1,63
05/09/2015,2,45
05/09/2015,3,20
05/09/2015,4,24
05/09/2015,5,23
05/09/2015,6,38
05/09/2015,7,120
05/09/2015,8,184
05/09/2015,9,225
05/09/2015,10,362
05/09/2015,11,415
05/09/2015,12,470
05/09/2015,13,408
05/09/2015,14,440
05/09/2015,15,436
05/09/2015,16,438
05/09/2015,17,395
05/09/2015,18,440
05/09/2015,19,367
05/09/2015,20,242
05/09/2015,21,142
05/09/2015,22,144
05/09/2015,23,138
06/09/2015,0,138
06/09/2015,1,55
06/09/2015,2,50
06/09/2015,3,30
06/09/2015,4,27
06/09/2015,5,18
06/09/2015,6,31
06/09/2015,7,77
06/09/2015,8,116
06/09/2015,9,243
06/09/2015,10,341
06/09/2015,11,416
06/09/2015,12,463
06/09/2015,13,478
06/09/2015,14,487
06/09/2015,15,457
06/09/2015,16,457
06/09/2015,17,512
06/09/2015,18,462
06/09/2015,19,368
06/09/2015,20,247
06/09/2015,21,161
06/09/2015,22,114
06/09/2015,23,96
07/09/2015,0,53
07/09/2015,1,15
07/09/2015,2,9
07/09/2015,3,2
07/09/2015,4,13
07/09/2015,5,63
07/09/2015,6,397
07/09/2015,7,1371
07/09/2015,8,2705
07/09/2015,9,1118
07/09/2015,10,441
07/09/2015,11,356
07/09/2015,12,473
07/09/2015,13,496
07/09/2015,14,475
07/09/2015,15,458
07/09/2015,16,853
07/09/2015,17,2081
07/09/2015,18,1867
07/09/2015,19,1080
07/09/2015,20,513
07/09/2015,21,323
07/09/2015,22,204
07/09/2015,23,86
08/09/2015,0,36
08/09/2015,1,21
08/09/2015,2,15
08/09/2015,3,5
08/09/2015,4,13
08/09/2015,5,65
08/09/2015,6,458
08/09/2015,7,1619
08/09/2015,8,2851
08/09/2015,9,1146
08/09/2015,10,437
08/09/2015,11,356
08/09/2015,12,523
08/09/2015,13,508
08/09/2015,14,472
08/09/2015,15,528
08/09/2015,16,887
08/09/2015,17,2108
08/09/2015,18,1925
08/09/2015,19,1062
08/09/2015,20,504
08/09/2015,21,357
08/09/2015,22,259
08/09/2015,23,131
09/09/2015,0,49
09/09/2015,1,25
09/09/2015,2,19
09/09/2015,3,12
09/09/2015,4,13
09/09/2015,5,61
09/09/2015,6,446
09/09/2015,7,1512
09/09/2015,8,2873
09/09/2015,9,1103
09/09/2015,10,446
09/09/2015,11,392
09/09/2015,12,542
09/09/2015,13,530
09/09/2015,14,502
09/09/2015,15,484
09/09/2015,16,864
09/09/2015,17,2000
09/09/2015,18,1872
09/09/2015,19,1009
09/09/2015,20,574
09/09/2015,21,375
09/09/2015,22,273
09/09/2015,23,149
10/09/2015,0,80
10/09/2015,1,25
10/09/2015,2,12
10/09/2015,3,8
10/09/2015,4,16
10/09/2015,5,77
10/09/2015,6,455
10/09/2015,7,1510
10/09/2015,8,2865
10/09/2015,9,1256
10/09/2015,10,512
10/09/2015,11,422
10/09/2015,12,578
10/09/2015,13,563
10/09/2015,14,505
10/09/2015,15,505
10/09/2015,16,880
10/09/2015,17,1989
10/09/2015,18,1785
10/09/2015,19,1047
10/09/2015,20,595
10/09/2015,21,414
10/09/2015,22,294
10/09/2015,23,179
11/09/2015,0,84
11/09/2015,1,32
11/09/2015,2,13
11/09/2015,3,12
11/09/2015,4,16
11/09/2015,5,72
11/09/2015,6,376
11/09/2015,7,1347
11/09/2015,8,2591
11/09/2015,9,1197
11/09/2015,10,508
11/09/2015,11,402
11/09/2015,12,578
11/09/2015,13,553
11/09/2015,14,480
11/09/2015,15,545
11/09/2015,16,929
11/09/2015,17,1843
11/09/2015,18,1457
11/09/2015,19,819
11/09/2015,20,435
11/09/2015,21,207
11/09/2015,22,164
11/09/2015,23,195
12/09/2015,0,128
12/09/2015,1,76
12/09/2015,2,56
12/09/2015,3,24
12/09/2015,4,26
12/09/2015,5,21
12/09/2015,6,59
12/09/2015,7,114
12/09/2015,8,235
12/09/2015,9,410
12/09/2015,10,439
12/09/2015,11,488
12/09/2015,12,575
12/09/2015,13,578
12/09/2015,14,531
12/09/2015,15,521
12/09/2015,16,510
12/09/2015,17,514
12/09/2015,18,458
12/09/2015,19,361
12/09/2015,20,252
12/09/2015,21,153
12/09/2015,22,175
12/09/2015,23,157
13/09/2015,0,114
13/09/2015,1,86
13/09/2015,2,67
13/09/2015,3,30
13/09/2015,4,23
13/09/2015,5,20
13/09/2015,6,28
13/09/2015,7,64
13/09/2015,8,145
13/09/2015,9,260
13/09/2015,10,396
13/09/2015,11,423
13/09/2015,12,495
13/09/2015,13,486
13/09/2015,14,511
13/09/2015,15,511
13/09/2015,16,493
13/09/2015,17,494
13/09/2015,18,432
13/09/2015,19,326
13/09/2015,20,239
13/09/2015,21,168
13/09/2015,22,135
13/09/2015,23,83
14/09/2015,0,29
14/09/2015,1,13
14/09/2015,2,13
14/09/2015,3,5
14/09/2015,4,9
14/09/2015,5,56
14/09/2015,6,369
14/09/2015,7,1326
14/09/2015,8,2577
14/09/2015,9,1078
14/09/2015,10,242
14/09/2015,11,209
14/09/2015,12,408
14/09/2015,13,391
14/09/2015,14,365
14/09/2015,15,440
14/09/2015,16,715
14/09/2015,17,1876
14/09/2015,18,1768
14/09/2015,19,948
14/09/2015,20,491
14/09/2015,21,270
14/09/2015,22,203
14/09/2015,23,116
15/09/2015,0,43
15/09/2015,1,23
15/09/2015,2,16
15/09/2015,3,14
15/09/2015,4,13
15/09/2015,5,42
15/09/2015,6,388
15/09/2015,7,1152
15/09/2015,8,2575
15/09/2015,9,1142
15/09/2015,10,435
15/09/2015,11,370
15/09/2015,12,473
15/09/2015,13,392
15/09/2015,14,426
15/09/2015,15,458
15/09/2015,16,830
15/09/2015,17,1966
15/09/2015,18,1842
15/09/2015,19,976
15/09/2015,20,522
15/09/2015,21,360
15/09/2015,22,257
15/09/2015,23,132
16/09/2015,0,67
16/09/2015,1,19
16/09/2015,2,13
16/09/2015,3,16
16/09/2015,4,11
16/09/2015,5,62
16/09/2015,6,403
16/09/2015,7,1463
16/09/2015,8,2679
16/09/2015,9,1228
16/09/2015,10,500
16/09/2015,11,328
16/09/2015,12,162
16/09/2015,13,129
16/09/2015,14,97
16/09/2015,15,124
16/09/2015,16,257
16/09/2015,17,666
16/09/2015,18,628
16/09/2015,19,585
16/09/2015,20,419
16/09/2015,21,306
16/09/2015,22,210
16/09/2015,23,165
17/09/2015,0,37
17/09/2015,1,14
17/09/2015,2,7
17/09/2015,3,6
17/09/2015,4,14
17/09/2015,5,61
17/09/2015,6,421
17/09/2015,7,1459
17/09/2015,8,2812
17/09/2015,9,1209
17/09/2015,10,486
17/09/2015,11,361
17/09/2015,12,551
17/09/2015,13,539
17/09/2015,14,483
17/09/2015,15,516
17/09/2015,16,886
17/09/2015,17,2006
17/09/2015,18,1781
17/09/2015,19,931
17/09/2015,20,583
17/09/2015,21,376
17/09/2015,22,262
17/09/2015,23,208
18/09/2015,0,101
18/09/2015,1,45
18/09/2015,2,31
18/09/2015,3,13
18/09/2015,4,14
18/09/2015,5,68
18/09/2015,6,372
18/09/2015,7,1365
18/09/2015,8,2503
18/09/2015,9,1173
18/09/2015,10,498
18/09/2015,11,404
18/09/2015,12,495
